Date,Q-P1,Q-P2,Q-P3,Q-P4,S-P1,S-P2,S-P3,S-P4,Total_Sales
2020-03-14,6583,3067,4852,1033,20868.11,19444.78,26297.84,7365.29,73976.01999999999
2020-03-15,4215,2820,3701,1821,13361.55,17878.8,20059.42,12983.73,64283.5
2020-03-16,5698,1300,5846,1415,18062.66,8242.0,31685.32,10088.95,68078.93
2020-03-17,6546,1356,3042,991,20750.82,8597.04,16487.64,7065.83,52901.33
2020-03-18,2397,3264,2155,1376,7598.49,20693.76,11680.1,9810.88,49783.229999999996
2020-03-19,6227,3199,3757,1873,19739.59,20281.66,20362.94,13354.49,73738.68000000001
2020-03-20,5843,723,2891,1811,18522.31,4583.82,15669.22,12912.43,51687.78
2020-03-21,5939,3283,1057,1000,18826.63,20814.22,5728.94,7130.0,52499.79000000001
2020-03-22,2149,2977,3830,1951,6812.33,18874.18,20758.6,13910.63,60355.74
2020-03-23,830,1476,2397,988,2631.1,9357.84,12991.74,7044.44,32025.12
2020-03-24,3369,2113,5638,298,10679.73,13396.42,30557.96,2124.74,56758.85
2020-03-25,562,252,2253,1353,1781.54,1597.68,12211.26,9646.89,25237.37
2020-03-26,2890,1953,3793,387,9161.3,12382.02,20558.06,2759.31,44860.69
2020-03-27,3482,2856,2013,1166,11037.94,18107.04,10910.46,8313.58,48369.020000000004
2020-03-28,5249,2041,3579,1123,16639.33,12939.94,19398.18,8006.99,56984.44
2020-03-29,6818,3562,3150,492,21613.06,22583.08,17073.0,3507.96,64777.1
2020-03-30,4073,3135,3761,1381,12911.41,19875.9,20384.62,9846.53,63018.45999999999
2020-03-31,2045,3308,5141,572,6482.65,20972.72,27864.22,4078.36,59397.950000000004
2020-04-01,3083,360,3675,1634,9773.11,2282.4,19918.5,11650.42,43624.43
2020-04-02,2255,3140,5490,681,7148.35,19907.6,29755.8,4855.53,61667.28
2020-04-03,5263,3276,4227,1834,16683.71,20769.84,22910.34,13076.42,73440.31
2020-04-04,671,513,5396,655,2127.07,3252.42,29246.32,4670.15,39295.96
2020-04-05,6298,1831,4908,1788,19964.66,11608.54,26601.36,12748.44,70923.0
2020-04-06,7463,3772,4952,1253,23657.71,23914.48,26839.84,8933.89,83345.92
2020-04-07,1427,2026,4561,1087,4523.59,12844.84,24720.62,7750.31,49839.36
2020-04-08,1998,2878,5085,1013,6333.66,18246.52,27560.7,7222.69,59363.57000000001
2020-04-09,471,2196,3111,1589,1493.07,13922.64,16861.62,11329.57,43606.899999999994
2020-04-10,7131,837,5763,1900,22605.27,5306.58,31235.46,13547.0,72694.31
2020-04-11,4706,1108,3126,1174,14918.02,7024.72,16942.92,8370.62,47256.280000000006
2020-04-12,7478,3588,2513,503,23705.26,22747.92,13620.46,3586.39,63660.02999999999
2020-04-13,2106,705,389,1826,6676.02,4469.7,2108.38,13019.38,26273.480000000003
2020-04-14,1420,3558,2410,1412,4501.4,22557.72,13062.2,10067.56,50188.880000000005
2020-04-15,6254,1698,2974,1881,19825.18,10765.32,16119.08,13411.53,60121.11
2020-04-16,5922,652,3304,892,18772.74,4133.68,17907.68,6359.96,47174.060000000005
2020-04-17,361,1444,4276,1555,1144.37,9154.96,23175.92,11087.15,44562.4
2020-04-18,1368,1388,3156,1366,4336.56,8799.92,17105.52,9739.58,39981.58
2020-04-19,4458,1465,3442,674,14131.86,9288.1,18655.64,4805.62,46881.22
2020-04-20,7402,409,5613,844,23464.34,2593.06,30422.46,6017.72,62497.58
2020-04-21,4245,1637,2674,807,13456.65,10378.58,14493.08,5753.91,44082.22
2020-04-22,3403,846,4319,1598,10787.51,5363.64,23408.98,11393.74,50953.87
2020-04-23,4645,3174,3706,415,14724.65,20123.16,20086.52,2958.95,57893.28
2020-04-24,4015,3412,1557,1875,12727.55,21632.08,8438.94,13368.75,56167.32000000001
2020-04-25,3137,2329,4849,564,9944.29,14765.86,26281.58,4021.32,55013.05
2020-04-26,7282,1620,4748,1109,23083.94,10270.8,25734.16,7907.17,66996.06999999999
2020-04-27,3535,637,1523,494,11205.95,4038.58,8254.66,3522.22,27021.410000000003
2020-04-28,2801,3690,2208,1588,8879.17,23394.6,11967.36,11322.44,55563.57
2020-04-29,2095,2268,2496,1614,6641.15,14379.12,13528.32,11507.82,46056.409999999996
2020-04-30,507,1577,5922,1640,1607.19,9998.18,32097.24,11693.2,55395.81
2020-05-01,579,992,4381,1318,1835.43,6289.28,23745.02,9397.34,41267.07
2020-05-02,5498,3216,4058,1568,17428.66,20389.44,21994.36,11179.84,70992.3
2020-05-03,6344,550,3151,679,20110.48,3487.0,17078.42,4841.27,45517.17
2020-05-04,4699,700,2335,544,14895.83,4438.0,12655.7,3878.72,35868.25
2020-05-05,1034,1321,1440,1865,3277.78,8375.14,7804.8,13297.45,32755.170000000002
2020-05-06,5082,571,5740,1320,16109.94,3620.14,31110.8,9411.6,60252.48
2020-05-07,6505,1204,543,993,20620.85,7633.36,2943.06,7080.09,38277.36
2020-05-08,6307,720,4512,714,19993.19,4564.8,24455.04,5090.82,54103.85
2020-05-09,270,1084,5517,1139,855.9,6872.56,29902.14,8121.07,45751.67
2020-05-10,3719,2498,1328,1852,11789.23,15837.32,7197.76,13204.76,48029.07
2020-05-11,7152,2351,5906,969,22671.84,14905.34,32010.52,6908.97,76496.67
2020-05-12,2432,1374,485,1237,7709.44,8711.16,2628.7,8819.81,27869.11
2020-05-13,723,606,1507,619,2291.91,3842.04,8167.94,4413.47,18715.36
2020-05-14,7232,3967,3646,288,22925.44,25150.78,19761.32,2053.44,69890.98000000001
2020-05-15,5437,1937,2857,1432,17235.29,12280.58,15484.94,10210.16,55210.97
2020-05-16,639,1059,4478,1029,2025.63,6714.06,24270.76,7336.77,40347.22
2020-05-17,6128,2990,1130,1087,19425.76,18956.6,6124.6,7750.31,52257.27
2020-05-18,3964,749,5617,485,12565.88,4748.66,30444.14,3458.05,51216.73
2020-05-19,4445,2541,5268,431,14090.65,16109.94,28552.56,3073.03,61826.18
2020-05-20,1118,3278,2032,1187,3544.06,20782.52,11013.44,8463.31,43803.33
2020-05-21,1535,1980,5919,1843,4865.95,12553.2,32080.98,13140.59,62640.72
2020-05-22,2941,3361,597,1785,9322.97,21308.74,3235.74,12727.05,46594.5
2020-05-23,559,1204,2591,947,1772.03,7633.36,14043.22,6752.11,30200.72
2020-05-24,6802,1033,3736,763,21562.34,6549.22,20249.12,5440.19,53800.87
2020-05-25,6869,2254,354,1311,21774.73,14290.36,1918.68,9347.43,47331.2
2020-05-26,274,1328,3849,1989,868.58,8419.52,20861.58,14181.57,44331.25
2020-05-27,2453,1709,5725,1773,7776.01,10835.06,31029.5,12641.49,62282.06
2020-05-28,3095,3337,1124,1094,9811.15,21156.58,6092.08,7800.22,44860.030000000006
2020-05-29,4998,878,3286,1329,15843.66,5566.52,17810.12,9475.77,48696.07000000001
2020-05-30,636,812,5787,1930,2016.12,5148.08,31365.54,13760.9,52290.64
2020-05-31,7869,279,1365,1404,24944.73,1768.86,7398.3,10010.52,44122.41
2020-06-01,898,2300,2217,1852,2846.66,14582.0,12016.14,13204.76,42649.56
2020-06-02,7117,1020,2043,1372,22560.89,6466.8,11073.06,9782.36,49883.11
2020-06-03,5631,2505,4146,1764,17850.27,15881.7,22471.32,12577.32,68780.61
2020-06-04,6871,2159,5246,851,21781.07,13688.06,28433.32,6067.63,69970.08
2020-06-05,6182,411,900,813,19596.94,2605.74,4878.0,5796.69,32877.37
2020-06-06,7236,3753,825,941,22938.12,23794.02,4471.5,6709.33,57912.97
2020-06-07,3588,561,5425,1013,11373.96,3556.74,29403.5,7222.69,51556.89
2020-06-08,6745,3781,359,760,21381.65,23971.54,1945.78,5418.8,52717.770000000004
2020-06-09,6072,3920,4722,1517,19248.24,24852.8,25593.24,10816.21,80510.48999999999
2020-06-10,2335,2035,3490,1459,7401.95,12901.9,18915.8,10402.67,49622.31999999999
2020-06-11,2590,2344,3338,1697,8210.3,14860.96,18091.96,12099.61,53262.83
2020-06-12,1270,3585,4562,899,4025.9,22728.9,24726.04,6409.87,57890.71000000001
2020-06-13,385,2601,2794,1475,1220.45,16490.34,15143.48,10516.75,43371.020000000004
2020-06-14,6035,1017,5160,941,19130.95,6447.78,27967.2,6709.33,60255.26
2020-06-15,5326,2046,3202,858,16883.42,12971.64,17354.84,6117.54,53327.439999999995
2020-06-16,7207,2186,4524,1452,22846.19,13859.24,24520.08,10352.76,71578.27
2020-06-17,7923,1589,5022,1160,25115.91,10074.26,27219.24,8270.8,70680.21
2020-06-18,628,2018,4204,479,1990.76,12794.12,22785.68,3415.27,40985.829999999994
2020-06-19,6505,2674,5317,578,20620.85,16953.16,28818.14,4121.14,70513.29
2020-06-20,2505,1090,359,1231,7940.85,6910.6,1945.78,8777.03,25574.260000000002
2020-06-21,5924,2278,5172,1319,18779.08,14442.52,28032.24,9404.47,70658.31000000001
2020-06-22,1421,3568,4397,665,4504.57,22621.12,23831.74,4741.45,55698.88
2020-06-23,5767,1968,4435,1050,18281.39,12477.12,24037.7,7486.5,62282.71000000001
2020-06-24,4881,708,2967,1401,15472.77,4488.72,16081.14,9989.13,46031.76
2020-06-25,1545,1665,1433,1600,4897.65,10556.1,7766.86,11408.0,34628.61
2020-06-26,7321,2166,5225,593,23207.57,13732.44,28319.5,4228.09,69487.6
2020-06-27,652,3539,1532,1818,2066.84,22437.26,8303.44,12962.34,45769.880000000005
2020-06-28,6251,3113,912,1009,19815.67,19736.42,4943.04,7194.17,51689.299999999996
2020-06-29,4987,689,3240,881,15808.79,4368.26,17560.8,6281.53,44019.380000000005
2020-06-30,5955,2477,1287,839,18877.35,15704.18,6975.54,5982.07,47539.14
2020-07-01,7042,2218,5075,1747,22323.14,14062.12,27506.5,12456.11,76347.87
2020-07-02,6755,2313,402,1306,21413.35,14664.42,2178.84,9311.78,47568.39
2020-07-03,5274,2196,5300,464,16718.58,13922.64,28726.0,3308.32,62675.54
2020-07-04,2838,3126,3597,1855,8996.46,19818.84,19495.74,13226.15,61537.19
2020-07-05,1112,3982,2041,1649,3525.04,25245.88,11062.22,11757.37,51590.51
2020-07-06,931,1602,3894,534,2951.27,10156.68,21105.48,3807.42,38020.85
2020-07-07,1619,984,2569,509,5132.23,6238.56,13923.98,3629.17,28923.940000000002
2020-07-08,4730,3567,1660,468,14994.1,22614.78,8997.2,3336.84,49942.92
2020-07-09,5826,1949,1695,947,18468.42,12356.66,9186.9,6752.11,46764.09
2020-07-10,5757,3956,3032,489,18249.69,25081.04,16433.44,3486.57,63250.74
2020-07-11,1740,1954,2232,1070,5515.8,12388.36,12097.44,7629.1,37630.7
2020-07-12,6091,2022,5161,1536,19308.47,12819.48,27972.62,10951.68,71052.25
2020-07-13,2916,2414,1553,1352,9243.72,15304.76,8417.26,9639.76,42605.5
2020-07-14,1738,1090,3726,1167,5509.46,6910.6,20194.92,8320.71,40935.69
2020-07-15,6666,3936,5854,1631,21131.22,24954.24,31728.68,11629.03,89443.17000000001
2020-07-16,5642,3675,5798,1722,17885.14,23299.5,31425.16,12277.86,84887.66
2020-07-17,2254,1742,5445,1436,7145.18,11044.28,29511.9,10238.68,57940.04
2020-07-18,6410,3537,2997,1426,20319.7,22424.58,16243.74,10167.38,69155.4
2020-07-19,2587,1595,3026,1796,8200.79,10112.3,16400.92,12805.48,47519.48999999999
2020-07-20,2757,1859,4866,909,8739.69,11786.06,26373.72,6481.17,53380.64
2020-07-21,5099,2948,2316,413,16163.83,18690.32,12552.72,2944.69,50351.560000000005
2020-07-22,3559,3907,2381,1671,11282.03,24770.38,12905.02,11914.23,60871.66
2020-07-23,2261,1094,2609,863,7167.37,6935.96,14140.78,6153.19,34397.3
2020-07-24,6566,1825,1842,1471,20814.22,11570.5,9983.64,10488.23,52856.59
2020-07-25,4786,2858,1650,1965,15171.62,18119.72,8943.0,14010.45,56244.79000000001
2020-07-26,2090,265,5799,1648,6625.3,1680.1,31430.58,11750.24,51486.22
2020-07-27,1470,1850,937,1545,4659.9,11729.0,5078.54,11015.85,32483.29
2020-07-28,5300,583,1663,875,16801.0,3696.22,9013.46,6238.75,35749.43
2020-07-29,7852,2253,4396,1006,24890.84,14284.02,23826.32,7172.78,70173.96
2020-07-30,7631,691,4155,989,24190.27,4380.94,22520.1,7051.57,58142.88
2020-07-31,4207,3750,3322,1958,13336.19,23775.0,18005.24,13960.54,69076.97
2020-08-01,7352,3721,993,312,23305.84,23591.14,5382.06,2224.56,54503.59999999999
2020-08-02,837,2214,5267,601,2653.29,14036.76,28547.14,4285.13,49522.32
2020-08-03,6488,1670,1027,650,20566.96,10587.8,5566.34,4634.5,41355.6
2020-08-04,4960,917,4498,897,15723.2,5813.78,24379.16,6395.61,52311.75
2020-08-05,7615,3900,3950,465,24139.55,24726.0,21409.0,3315.45,73590.0
2020-08-06,6114,3912,1765,1400,19381.38,24802.08,9566.3,9982.0,63731.76000000001
2020-08-07,5640,3427,2042,967,17878.8,21727.18,11067.64,6894.71,57568.329999999994
2020-08-08,5592,3163,5337,896,17726.64,20053.42,28926.54,6388.48,73095.08
2020-08-09,4900,2654,526,1236,15533.0,16826.36,2850.92,8812.68,44022.96
2020-08-10,5291,2556,890,897,16772.47,16205.04,4823.8,6395.61,44196.920000000006
2020-08-11,390,2360,1752,1962,1236.3,14962.4,9495.84,13989.06,39683.6
2020-08-12,5064,2230,3767,1737,16052.88,14138.2,20417.14,12384.81,62993.03
2020-08-13,6461,1235,3544,807,20481.37,7829.9,19208.48,5753.91,53273.66
2020-08-14,4515,3717,1850,1181,14312.55,23565.78,10027.0,8420.53,56325.86
2020-08-15,4647,2627,2782,1311,14730.99,16655.18,15078.44,9347.43,55812.04
2020-08-16,1717,3350,3591,905,5442.89,21239.0,19463.22,6452.65,52597.76
2020-08-17,1150,3698,5637,1039,3645.5,23445.32,30552.54,7408.07,65051.43
2020-08-18,7607,1719,3693,1170,24114.19,10898.46,20016.06,8342.1,63370.80999999999
2020-08-19,467,460,2381,388,1480.39,2916.4,12905.02,2766.44,20068.25
2020-08-20,7946,3462,2743,1385,25188.82,21949.08,14867.06,9875.05,71880.01
2020-08-21,5754,3373,1344,253,18240.18,21384.82,7284.48,1803.89,48713.369999999995
2020-08-22,2437,299,803,481,7725.29,1895.66,4352.26,3429.53,17402.74
2020-08-23,4555,3442,3065,1166,14439.35,21822.28,16612.3,8313.58,61187.509999999995
2020-08-24,2551,1380,2813,1095,8086.67,8749.2,15246.46,7807.35,39889.68
2020-08-25,6047,3509,3053,1671,19168.99,22247.06,16547.26,11914.23,69877.54
2020-08-26,2857,1069,556,610,9056.69,6777.46,3013.52,4349.3,23196.97
2020-08-27,5214,1215,392,1566,16528.38,7703.1,2124.64,11165.58,37521.700000000004
2020-08-28,4554,2852,4793,1444,14436.18,18081.68,25978.06,10295.72,68791.64
2020-08-29,1343,1513,5173,1474,4257.31,9592.42,28037.66,10509.62,52397.01
2020-08-31,2698,1099,2721,392,8552.66,6967.66,14747.82,2794.96,33063.1
2020-09-01,7579,2422,3132,676,24025.43,15355.48,16975.44,4819.88,61176.23
2020-09-02,3884,2801,5577,724,12312.28,17758.34,30227.34,5162.12,65460.08000000001
2020-09-03,1154,3376,2422,1567,3658.18,21403.84,13127.24,11172.71,49361.97
2020-09-04,3959,296,2247,1317,12550.03,1876.64,12178.74,9390.21,35995.619999999995
2020-09-05,1353,3066,4202,350,4289.01,19438.44,22774.84,2495.5,48997.78999999999
2020-09-06,3085,2323,768,1164,9779.45,14727.82,4162.56,8299.32,36969.15
2020-09-07,2922,1978,2684,1737,9262.74,12540.52,14547.28,12384.81,48735.35
2020-09-08,7827,1586,1152,1924,24811.59,10055.24,6243.84,13718.12,54828.79
2020-09-09,4827,937,1874,676,15301.59,5940.58,10157.08,4819.88,36219.13
2020-09-10,5596,1247,773,1207,17739.32,7905.98,4189.66,8605.91,38440.869999999995
2020-09-11,1675,1849,289,646,5309.75,11722.66,1566.38,4605.98,23204.77
2020-09-12,7690,3351,4785,473,24377.3,21245.34,25934.7,3372.49,74929.83
2020-09-13,5645,902,3472,1742,17894.65,5718.68,18818.24,12420.46,54852.030000000006
2020-09-14,3117,809,313,999,9880.89,5129.06,1696.46,7122.87,23829.28
2020-09-15,1666,873,5089,749,5281.22,5534.82,27582.38,5340.37,43738.79
2020-09-16,7649,1336,4958,465,24247.33,8470.24,26872.36,3315.45,62905.38
2020-09-17,6262,725,4690,890,19850.54,4596.5,25419.8,6345.7,56212.53999999999
2020-09-18,6203,346,4179,1150,19663.51,2193.64,22650.18,8199.5,52706.83
2020-09-19,2086,1550,4647,863,6612.62,9827.0,25186.74,6153.19,47779.55
2020-09-20,2186,2591,906,1458,6929.62,16426.94,4910.52,10395.54,38662.619999999995
2020-09-21,6347,3865,3217,1497,20119.99,24504.1,17436.14,10673.61,72733.84
2020-09-22,3747,2055,5525,895,11877.99,13028.7,29945.5,6381.35,61233.54
2020-09-23,7282,3770,2963,581,23083.94,23901.8,16059.46,4142.53,67187.73
2020-09-24,5963,430,1213,659,18902.71,2726.2,6574.46,4698.67,32902.04
2020-09-25,5527,2619,3145,1998,17520.59,16604.46,17045.9,14245.74,65416.69
2020-09-26,6030,2798,5429,1666,19115.1,17739.32,29425.18,11878.58,78158.18000000001
2020-09-27,7841,2658,4542,1550,24855.97,16851.72,24617.64,11051.5,77376.83
2020-09-28,7065,1287,1520,530,22396.05,8159.58,8238.4,3778.9,42572.93
2020-09-29,4889,3031,5878,685,15498.13,19216.54,31858.76,4884.05,71457.48
2020-09-30,3682,1970,1838,1388,11671.94,12489.8,9961.96,9896.44,44020.14
2020-10-01,4441,2584,634,1815,14077.97,16382.56,3436.28,12940.95,46837.759999999995
2020-10-02,7802,980,4616,888,24732.34,6213.2,25018.72,6331.44,62295.700000000004
2020-10-03,7036,2501,690,403,22304.12,15856.34,3739.8,2873.39,44773.65
2020-10-04,7755,3291,1601,1135,24583.35,20864.94,8677.42,8092.55,62218.259999999995
2020-10-05,1601,3098,991,1709,5075.17,19641.32,5371.22,12185.17,42272.88
2020-10-06,3112,1448,1541,1841,9865.04,9180.32,8352.22,13126.33,40523.91
2020-10-07,496,2097,4944,1564,1572.32,13294.98,26796.48,11151.32,52815.1
2020-10-08,5235,3811,1159,722,16594.95,24161.74,6281.78,5147.86,52186.33
2020-10-09,3145,3084,5770,457,9969.65,19552.56,31273.4,3258.41,64054.020000000004
2020-10-10,6237,3825,5228,1670,19771.29,24250.5,28335.76,11907.1,84264.65000000001
2020-10-11,712,3867,1419,506,2257.04,24516.78,7690.98,3607.78,38072.58
2020-10-12,3907,2331,5202,958,12385.19,14778.54,28194.84,6830.54,62189.11000000001
2020-10-13,5120,3815,5191,1211,16230.4,24187.1,28135.22,8634.43,77187.15
2020-10-14,6996,1801,464,955,22177.32,11418.34,2514.88,6809.15,42919.69
2020-10-15,605,807,3010,259,1917.85,5116.38,16314.2,1846.67,25195.1
2020-10-16,4856,2000,3110,1352,15393.52,12680.0,16856.2,9639.76,54569.48
2020-10-17,4509,498,1618,1733,14293.53,3157.32,8769.56,12356.29,38576.700000000004
2020-10-18,6396,3686,320,1433,20275.32,23369.24,1734.4,10217.29,55596.25
2020-10-19,7136,1961,274,696,22621.12,12432.74,1485.08,4962.48,41501.42
2020-10-20,4348,3609,5393,1590,13783.16,22881.06,29230.06,11336.7,77230.98
2020-10-21,5888,1707,5456,1086,18664.96,10822.38,29571.52,7743.18,66802.04000000001
2020-10-22,3292,810,2741,485,10435.64,5135.4,14856.22,3458.05,33885.31
2020-10-23,6847,1177,479,1605,21704.99,7462.18,2596.18,11443.65,43207.0
2020-10-24,365,2103,4876,1388,1157.05,13333.02,26427.92,9896.44,50814.43
2020-10-25,1419,326,264,1598,4498.23,2066.84,1430.88,11393.74,19389.69
2020-10-26,7209,2924,2261,1299,22852.53,18538.16,12254.62,9261.87,62907.18000000001
2020-10-27,6037,3591,348,264,19137.29,22766.94,1886.16,1882.32,45672.71
2020-10-28,3362,2786,4181,379,10657.54,17663.24,22661.02,2702.27,53684.07
2020-10-29,5381,535,5698,909,17057.77,3391.9,30883.16,6481.17,57814.0
2020-10-30,7129,3311,1137,290,22598.93,20991.74,6162.54,2067.7,51820.909999999996
2020-11-01,958,2401,3079,1648,3036.86,15222.34,16688.18,11750.24,46697.62
2020-11-02,1921,1060,5531,1589,6089.57,6720.4,29978.02,11329.57,54117.56
2020-11-03,4279,610,3364,1255,13564.43,3867.4,18232.88,8948.15,44612.86000000001
2020-11-04,7296,1431,2995,476,23128.32,9072.54,16232.9,3393.88,51827.64
2020-11-05,2017,823,5718,1022,6393.89,5217.82,30991.56,7286.86,49890.130000000005
2020-11-06,7145,3416,5505,1549,22649.65,21657.44,29837.1,11044.37,85188.56
2020-11-07,3821,1785,4905,697,12112.57,11316.9,26585.1,4969.61,54984.18
2020-11-08,5396,3520,3853,1661,17105.32,22316.8,20883.26,11842.93,72148.31
2020-11-09,3864,1983,5816,624,12248.88,12572.22,31522.72,4449.12,60792.94
2020-11-10,4445,937,3825,1490,14090.65,5940.58,20731.5,10623.7,51386.42999999999
2020-11-11,2510,3649,1747,520,7956.7,23134.66,9468.74,3707.6,44267.7
2020-11-12,5560,1410,446,1124,17625.2,8939.4,2417.32,8014.12,36996.04
2020-11-13,958,2661,3865,1303,3036.86,16870.74,20948.3,9290.39,50146.29
2020-11-14,1716,2307,5406,1128,5439.72,14626.38,29300.52,8042.64,57409.259999999995
2020-11-15,1738,1585,1653,1667,5509.46,10048.9,8959.26,11885.71,36403.33
2020-11-16,4307,2618,3721,530,13653.19,16598.12,20167.82,3778.9,54198.03
2020-11-17,4446,3998,4091,1442,14093.82,25347.32,22173.22,10281.46,71895.82
2020-11-18,7111,2251,4797,807,22541.87,14271.34,25999.74,5753.91,68566.86
2020-11-19,2874,3620,5719,1692,9110.58,22950.8,30996.98,12063.96,75122.32
2020-11-20,4868,3341,2526,252,15431.56,21181.94,13690.92,1796.76,52101.18
2020-11-21,1320,1162,4383,884,4184.4,7367.08,23755.86,6302.92,41610.259999999995
2020-11-22,5184,2360,2742,795,16433.28,14962.4,14861.64,5668.35,51925.67
2020-11-23,6744,2952,4929,1294,21378.48,18715.68,26715.18,9226.22,76035.56
2020-11-24,6153,3657,3434,1413,19505.01,23185.38,18612.28,10074.69,71377.36
2020-11-25,5795,3104,2077,1925,18370.15,19679.36,11257.34,13725.25,63032.100000000006
2020-11-26,7634,605,922,1793,24199.78,3835.7,4997.24,12784.09,45816.81
2020-11-27,3802,281,4224,919,12052.34,1781.54,22894.08,6552.47,43280.43000000001
2020-11-28,1596,3661,3359,1230,5059.32,23210.74,18205.78,8769.9,55245.74
2020-11-29,6117,1687,3922,1796,19390.89,10695.58,21257.24,12805.48,64149.19
2020-11-30,2881,3587,3835,1705,9132.77,22741.58,20785.7,12156.65,64816.700000000004
2020-12-01,1801,1566,4417,873,5709.17,9928.44,23940.14,6224.49,45802.24
2020-12-02,5221,571,1193,1568,16550.57,3620.14,6466.06,11179.84,37816.61
2020-12-03,3047,1536,4381,560,9658.99,9738.24,23745.02,3992.8,47135.05
2020-12-04,2359,2664,3094,308,7478.03,16889.76,16769.48,2196.04,43333.31
2020-12-05,6147,2254,5331,1063,19485.99,14290.36,28894.02,7579.19,70249.56000000001
2020-12-06,4942,1423,3560,1796,15666.14,9021.82,19295.2,12805.48,56788.64
2020-12-07,4213,483,5042,1896,13355.21,3062.22,27327.64,13518.48,57263.55
2020-12-08,362,1683,2903,1747,1147.54,10670.22,15734.26,12456.11,40008.13
2020-12-09,7820,3430,3536,641,24789.4,21746.2,19165.12,4570.33,70271.05
2020-12-10,3194,3469,2404,1140,10124.98,21993.46,13029.68,8128.2,53276.31999999999
2020-12-11,3244,2839,1516,1556,10283.48,17999.26,8216.72,11094.28,47593.74
2020-12-12,6576,387,4468,408,20845.92,2453.58,24216.56,2909.04,50425.1
2020-12-13,2074,1198,2709,1529,6574.58,7595.32,14682.78,10901.77,39754.45
2020-12-14,1656,1677,5986,353,5249.52,10632.18,32444.12,2516.89,50842.71
2020-12-15,5602,1622,1820,1902,17758.34,10283.48,9864.4,13561.26,51467.48
2020-12-16,890,2412,3227,1313,2821.3,15292.08,17490.34,9361.69,44965.41
2020-12-17,4242,1894,1224,1840,13447.14,12007.96,6634.08,13119.2,45208.380000000005
2020-12-18,4600,2633,1986,672,14582.0,16693.22,10764.12,4791.36,46830.700000000004
2020-12-19,2450,2247,5721,690,7766.5,14245.98,31007.82,4919.7,57940.0
2020-12-20,5617,2423,5647,716,17805.89,15361.82,30606.74,5105.08,68879.53
2020-12-21,5184,2472,3065,702,16433.28,15672.48,16612.3,5005.26,53723.32
2020-12-22,5211,1577,786,544,16518.87,9998.18,4260.12,3878.72,34655.89
2020-12-23,1483,2098,5032,354,4701.11,13301.32,27273.44,2524.02,47799.88999999999
2020-12-24,1806,1756,3017,476,5725.02,11133.04,16352.14,3393.88,36604.079999999994
2020-12-25,4031,626,1375,842,12778.27,3968.84,7452.5,6003.46,30203.07
2020-12-26,1355,963,2433,1615,4295.35,6105.42,13186.86,11514.95,35102.58
2020-12-27,2500,3848,5723,1540,7925.0,24396.32,31018.66,10980.2,74320.18
2020-12-28,4098,1004,2003,894,12990.66,6365.36,10856.26,6374.22,36586.5
2020-12-29,5148,3619,751,1474,16319.16,22944.46,4070.42,10509.62,53843.659999999996
2020-12-30,1634,3170,759,1368,5179.78,20097.8,4113.78,9753.84,39145.2
2021-01-01,7693,2394,2384,1367,24386.81,15177.96,12921.28,9746.71,62232.76
2021-01-02,5418,1294,1071,1492,17175.06,8203.96,5804.82,10637.96,41821.8
2021-01-03,6718,649,4878,1380,21296.06,4114.66,26438.76,9839.4,61688.88
2021-01-04,6964,1122,2730,428,22075.88,7113.48,14796.6,3051.64,47037.6
2021-01-05,3963,1848,1563,944,12562.71,11716.32,8471.46,6730.72,39481.21
2021-01-06,4556,3793,1381,1221,14442.52,24047.62,7485.02,8705.73,54680.89
2021-01-07,1247,2379,4995,1235,3952.99,15082.86,27072.9,8805.55,54914.3
2021-01-08,4669,1548,1938,503,14800.73,9814.32,10503.96,3586.39,38705.399999999994
2021-01-09,2986,2894,2037,1082,9465.62,18347.96,11040.54,7714.66,46568.78
2021-01-10,4632,2987,3407,1572,14683.44,18937.58,18465.94,11208.36,63295.32000000001
2021-01-11,7553,2369,310,1118,23943.01,15019.46,1680.2,7971.34,48614.009999999995
2021-01-12,5754,3963,844,1934,18240.18,25125.42,4574.48,13789.42,61729.5
2021-01-13,5283,3675,4237,436,16747.11,23299.5,22964.54,3108.68,66119.83
2021-01-14,4217,3256,4747,1263,13367.89,20643.04,25728.74,9005.19,68744.86
2021-01-15,6688,2608,808,1694,21200.96,16534.72,4379.36,12078.22,54193.26
2021-01-16,3807,1665,2999,1437,12068.19,10556.1,16254.58,10245.81,49124.68
2021-01-17,1995,1424,5381,557,6324.15,9028.16,29165.02,3971.41,48488.740000000005
2021-01-18,6009,3432,2070,257,19048.53,21758.88,11219.4,1832.41,53859.22000000001
2021-01-19,595,1001,4716,772,1886.15,6346.34,25560.72,5504.36,39297.57
2021-01-20,7882,787,5395,673,24985.94,4989.58,29240.9,4798.49,64014.909999999996
2021-01-21,833,2112,5711,1209,2640.61,13390.08,30953.62,8620.17,55604.479999999996
2021-01-22,7528,3921,1529,1761,23863.76,24859.14,8287.18,12555.93,69566.01
2021-01-23,6128,3464,1937,933,19425.76,21961.76,10498.54,6652.29,58538.35
2021-01-24,6233,1254,4387,590,19758.61,7950.36,23777.54,4206.7,55693.21
2021-01-25,7380,3367,4512,1316,23394.6,21346.78,24455.04,9383.08,78579.5
2021-01-26,1637,3415,2765,1322,5189.29,21651.1,14986.3,9425.86,51252.55
